text,labels
 You keep telling this lie  I think you Liberals believe yourselves  Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them ,1
 Dude    listen to yourself    igl is so much mure than just calling   all the prepwork and everything   yeah so niko called in one game or in one map    its like MIBR with cold n fallen    he is such an important player for this roster  4 superstars and the team works  #KARRIGAN,0
This guy is a disgusting little perv  #MAGA URL,1
 what a baby! URL,0
 Glad you are the same person  Keep up the good hard work ,0
 Andy  you literally went on vacation right after making that pressing  announcement  You re a joke and this is why real conservatives are turning to Bernier ,0
MAGA KEEPING AMERICA GREAT URL,0
 Liberals dont give a sh!t  They have no souls ,1
 i love your voice  how do you get it to sound so sexy and strong? #BarbieDreamsVIDEO,0
 You are NOT Robin Williams ,0
 I m sure she s worried  Give me a break  Dana is doing a job  You know where u make a living and pay for your own Healthcare etc  You dirt bags that don t even shower crying about gun control should try it ,1
 He is not wrong   ,0
 then you are not equipped to adopt  period,0
 Yeah that s why antifa dresses like isis,0
 He just declassified FISA court info on Carter Page  He is a danger to security  Loose lips sink ships is his motto,0
 Isnt the coalition for gun control headed up by the lady who was turned down for a job because she was a bully?,1
2 examples of the group newsletters we created on gun control in the USA  In our groups of 8 we split into partners &amp; were each responsible for researching &amp; writing one of the 4 sections  Miss Ross then helped to arrange our separate pieces to make one A3 sheet  #CurrentAffairs URL,0
 She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous  She most likely was promised this by the party  Now that she can be charged with perjury she will continue with playing a victim  She is not  Lying is a can of worms ,1
 Or go to a baseball game with a terrorist? Who was that? Liberals seem to be the most perfect people but suck at everything ,0
 Anita Hill wasca liar then and she is a liar now ,1
 happy birthday dad ily thanks for being the best man you can be and for caring for all of us  we love you and appreciate all that you are and all that you do ,0
 Maybe there wouldn t be 5 of these things a day of there was a little sensible gun control in this fucking country ,1
***Triggers the Conservatives URL,0
#Hollywood is filled with #Satanists and #Pedo s you have the nerve to Mock #Jesus and #Conservatives  See you lowlifes on the unemployment line!!!!! URL,1
 Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters  Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag,1
 Most people do not understand what an assault rifle is! Makes their statements regarding gun control stupid!,1
 He is a troll  Not open to facts,1
(1) This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others  (2) I m waiting for gun control advocates to add this to their list of school shootings   (3) Who buys  22 caliber handguns? Why? URL,0
 But everyone arguing for gun control always points to Australia and the EU for examples?,0
 Yeah we do legitamately need better mental health treatment in the us (not to say that s a replacement for stronger gun control),1
 same i just want to win so i can finally have a good pc and shit post in full body in vrc,1
 Antifa are so said SJW  and to be honest  Antifa isn t really about the same  Justice  that a rider is  ,0
 Doesn t Canada need it s comedians back ,0
 He is untreatable,0
 Wife bet on Penn State! He is upset!,0
 What services will you cut? If the answer is  none  what specific  waste  will you eliminate? Without an answer to these your commitment is nothing but political flannel ,0
 Lil girl we having an adult conversation so take your thin ass on somewhere ya dig,1
 How s not going low  been working for conservatives? ,0
 she is idk what s going on,0
 Still you are very good  But Im down to play  Scared money dont make money they say ,0
 I follow civil liberals or center-left people and a few of them Ive interacted with for yrs  I learn from them occasionally and hopefully vice versa  Never thought about blocking them  I guess a shift is what ppl might see as problematic ,0
 Guess who is really perpetuating all this garbage?? LIBERALS,1
  absolutely right to not propose another referendum    are not in power &amp; we are not negotiating  Its for to make Brexit work; it belongs to them  If they cant do that then should call a General Election  Labour are ready  URL,0
 He should just stick to sports but Liberals can t help themselves ,0
 She has tooo many details to be lying but they still will say she is lying,0
 Can you imagine being married to that crazy b#tch? Good God!,1
 Limousine Liberals and Western Feminists have much in common but their mutual sanctimony stands out for all to see  URL,0
 She is darling ,0
 I LOVE YOUR WIT! You are clearly perceptive and very smart - one of the best to play this game - just played too hard like Andy said ,0
 this is BULLSHIT! Some crappy pop star in Philly instead of the Fresh Prince &amp; DJ Jazzy Jeff! All of America needs to take a knee over this,1
 Whats shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when its about occupation they shift to something els ! URL,0
Good Job asshole!!!   You just killed your dad s chance of a get out of jail free card!!! #MAGA URL,1
 He is one crazy person,1
 There were fine people on both sides there were Charlottesville historians looking to preserve the statues w/o affiliation with the white supremacists  There were also honest protesters not associated with antifa who wanted to see the statues removed good grief,0
 Your school got piped by Georgia ,0
 He is the only one who ever resurrected    he isn t dead ,0
 Smearing Supreme Court Justices now? What s next for the ultra-left nazis liberals ,0
#meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!! Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL,1
3rd time in my teacher career that Ive had a parent tell me that he/she is praying for me  I always consider that a win #teacherlife #prayalloftheprayers URL,0
 Kerry needs prosecuted for colluding with Iran  This needs to be done quickly  Revoke his security clearance &amp; remove his passport  He is a traitor--always has been!,1
 You forgot to tag your Bulletproof bullshit mate   You got sucked into the vortex Tom and now you are drinking all the koolaid ,1
 Clegg worked for The Tories in Europe  He was the ideal Cameron bedfellow ,0
1 like = 1 uwu for the Troops! Show your American flag and weeabo pride! #MAGA uwu,0
 That she is holding a benz car key ,0
 Gosh Alejandro you cheating on us ,0
 Are you bipolar? You keep saying different shit to people commenting on what u said,1
OHIO we have to make sure we get Jim Renacci elected for Senate  America is here for you  Let s all #MAGA together - URL URL,0
 Russ us fuckin dead,0
 You are a wonderful asset and a great influence!,0
 He is like Holy jesus fucken Christ,1
